	NAME	N1	N2	DIST	N	RMSD	GDT-TS-score	LGA_S3	LGA_Q
239	T0644TS251_5-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.71	76.241	81.866	7.067
240	T0644TS254_1-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.71	76.418	81.385	6.905
241	T0644TS258_1-D1.lga:SUMMARY(GDT)	141	141	4.0	57	2.69	35.816	31.072	2.045
242	T0644TS258_2-D1.lga:SUMMARY(GDT)	141	141	4.0	63	2.05	39.007	35.639	2.929
243	T0644TS258_3-D1.lga:SUMMARY(GDT)	141	141	4.0	23	2.62	14.539000000000001	13.055	0.845
244	T0644TS258_4-D1.lga:SUMMARY(GDT)	141	141	4.0	23	2.84	15.957	13.687000000000001	0.782
245	T0644TS258_5-D1.lga:SUMMARY(GDT)	141	141	4.0	20	3.16	14.184000000000001	11.962	0.614
246	T0644TS259_1-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.66	79.61	81.75	7.122000000000001
247	T0644TS259_2-D1.lga:SUMMARY(GDT)	141	141	4.0	122	2.04	69.681	71.673	5.7139999999999995
248	T0644TS260_1-D1.lga:SUMMARY(GDT)	141	141	4.0	105	2.56	57.801	57.288000000000004	3.952
249	T0644TS260_2-D1.lga:SUMMARY(GDT)	141	141	4.0	101	2.57	56.56	56.037	3.78
250	T0644TS260_3-D1.lga:SUMMARY(GDT)	141	141	4.0	108	2.57	57.446999999999996	55.945	4.043
251	T0644TS260_4-D1.lga:SUMMARY(GDT)	141	141	4.0	111	2.42	60.993	60.193000000000005	4.412
252	T0644TS260_5-D1.lga:SUMMARY(GDT)	141	141	4.0	111	2.5	58.865	56.508	4.271
253	T0644TS261_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.801	88.618	9.081
254	T0644TS261_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
255	T0644TS261_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.946	9.19
256	T0644TS261_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	81.028	87.87	8.655
257	T0644TS261_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	80.851	87.485	8.645
258	T0644TS265_1-D1.lga:SUMMARY(GDT)	141	141	4.0	119	1.67	71.09899999999999	76.732	6.722
259	T0644TS265_5-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.51	76.773	81.567	7.632999999999999
260	T0644TS267_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.946	9.19
261	T0644TS267_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
262	T0644TS267_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.801	88.618	9.081
263	T0644TS267_4-D1.lga:SUMMARY(GDT)	141	141	4.0	127	1.41	82.624	87.961	8.432
264	T0644TS267_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	81.028	87.87	8.655
265	T0644TS273_1-D1.lga:SUMMARY(GDT)	141	141	4.0	112	1.73	69.32600000000001	65.328	6.127000000000001
266	T0644TS273_2-D1.lga:SUMMARY(GDT)	141	141	4.0	112	1.73	69.32600000000001	65.328	6.127000000000001
267	T0644TS273_3-D1.lga:SUMMARY(GDT)	141	141	4.0	118	1.8	71.809	68.885	6.2
268	T0644TS273_4-D1.lga:SUMMARY(GDT)	141	141	4.0	118	1.8	71.809	68.885	6.2
269	T0644TS273_5-D1.lga:SUMMARY(GDT)	141	141	4.0	118	1.8	71.809	68.885	6.2
270	T0644TS275_1-D1.lga:SUMMARY(GDT)	132	141	4.0	123	1.17	80.49600000000001	86.191	9.714
271	T0644TS275_2-D1.lga:SUMMARY(GDT)	129	141	4.0	49	2.4	32.27	27.8	1.963
272	T0644TS275_3-D1.lga:SUMMARY(GDT)	125	141	4.0	108	2.02	64.71600000000001	67.812	5.102
273	T0644TS275_4-D1.lga:SUMMARY(GDT)	127	141	4.0	54	2.21	34.929	29.205	2.336
274	T0644TS275_5-D1.lga:SUMMARY(GDT)	129	141	4.0	44	2.01	30.851	26.413	2.09
275	T0644TS277_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.54	78.90100000000001	83.65899999999999	7.865
276	T0644TS277_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.54	78.90100000000001	83.669	7.865
277	T0644TS277_3-D1.lga:SUMMARY(GDT)	141	141	4.0	132	1.65	80.142	87.289	7.551
278	T0644TS277_4-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.56	77.305	81.748	7.393
279	T0644TS277_5-D1.lga:SUMMARY(GDT)	141	141	4.0	114	2.11	65.78	63.098	5.166
280	T0644TS280_1-D1.lga:SUMMARY(GDT)	141	141	4.0	131	1.88	75.355	83.061	6.632000000000001
281	T0644TS280_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.69	77.66	84.76700000000001	7.221
282	T0644TS280_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.4	80.67399999999999	86.45299999999999	8.575
283	T0644TS280_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	81.028	87.87	8.655
284	T0644TS280_5-D1.lga:SUMMARY(GDT)	141	141	4.0	112	1.73	69.32600000000001	65.328	6.127000000000001
285	T0644TS281_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
286	T0644TS281_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.946	9.19
287	T0644TS281_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.801	88.618	9.081
288	T0644TS281_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	81.028	87.87	8.655
289	T0644TS281_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	80.851	87.485	8.645
290	T0644TS282_1-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.68	73.936	80.663	6.98
291	T0644TS282_2-D1.lga:SUMMARY(GDT)	141	141	4.0	57	2.49	36.17	31.581999999999997	2.198
292	T0644TS282_3-D1.lga:SUMMARY(GDT)	141	141	4.0	56	1.94	37.943000000000005	33.672	2.7430000000000003
293	T0644TS282_4-D1.lga:SUMMARY(GDT)	141	141	4.0	57	2.15	38.121	33.493	2.5380000000000003
294	T0644TS282_5-D1.lga:SUMMARY(GDT)	141	141	4.0	23	2.3	19.149	15.728	0.96
295	T0644TS285_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	81.028	87.87	8.655
296	T0644TS285_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.946	9.19
297	T0644TS285_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.801	88.618	9.081
298	T0644TS285_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
299	T0644TS285_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.46	80.851	87.147	8.257
300	T0644TS286_1-D1.lga:SUMMARY(GDT)	141	141	4.0	127	2.09	71.809	77.567	5.801
301	T0644TS286_2-D1.lga:SUMMARY(GDT)	141	141	4.0	126	1.93	71.986	78.577	6.1979999999999995
302	T0644TS286_3-D1.lga:SUMMARY(GDT)	141	141	4.0	126	1.93	71.631	78.061	6.2
303	T0644TS286_4-D1.lga:SUMMARY(GDT)	141	141	4.0	126	2.04	71.986	76.235	5.896
304	T0644TS286_5-D1.lga:SUMMARY(GDT)	141	141	4.0	126	2.03	71.454	77.46300000000001	5.912999999999999
305	T0644TS287_1-D1.lga:SUMMARY(GDT)	141	141	4.0	20	2.49	14.184000000000001	12.853	0.7709999999999999
306	T0644TS287_2-D1.lga:SUMMARY(GDT)	141	141	4.0	24	2.98	16.844	14.286	0.778
307	T0644TS287_3-D1.lga:SUMMARY(GDT)	141	141	4.0	22	2.81	17.553	15.220999999999998	0.757
308	T0644TS287_4-D1.lga:SUMMARY(GDT)	141	141	4.0	18	2.7	14.007	12.158	0.643
309	T0644TS287_5-D1.lga:SUMMARY(GDT)	141	141	4.0	28	2.86	18.972	16.0	0.9470000000000001
310	T0644TS292_1-D1.lga:SUMMARY(GDT)	141	141	4.0	117	1.89	70.567	67.587	5.8660000000000005
311	T0644TS292_2-D1.lga:SUMMARY(GDT)	141	141	4.0	118	1.97	69.858	66.765	5.699
312	T0644TS292_3-D1.lga:SUMMARY(GDT)	141	141	4.0	51	1.95	36.17	31.13	2.483
313	T0644TS292_4-D1.lga:SUMMARY(GDT)	141	141	4.0	54	2.03	35.461	31.385	2.541
314	T0644TS292_5-D1.lga:SUMMARY(GDT)	141	141	4.0	116	1.66	69.858	74.34	6.596
315	T0644TS294_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.42	85.10600000000001	89.054	8.487
316	T0644TS294_2-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.38	84.397	88.709	8.664
317	T0644TS294_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	85.28399999999999	89.402	8.681000000000001
318	T0644TS294_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.946	9.19
319	T0644TS294_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
320	T0644TS298_1-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.75	75.17699999999999	80.23100000000001	6.763999999999999
321	T0644TS298_2-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.72	75.709	80.48100000000001	6.88
322	T0644TS298_3-D1.lga:SUMMARY(GDT)	141	141	4.0	126	1.74	75.887	81.23100000000001	6.862
323	T0644TS298_4-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.69	73.227	78.117	6.8
324	T0644TS298_5-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.69	73.05	78.08800000000001	6.8
325	T0644TS300_1-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.58	78.90100000000001	82.185	7.361000000000001
326	T0644TS301_1-D1.lga:SUMMARY(GDT)	141	141	4.0	118	2.03	68.44	69.85600000000001	5.551
327	T0644TS301_2-D1.lga:SUMMARY(GDT)	141	141	4.0	119	2.08	67.73	67.067	5.457999999999999
328	T0644TS301_3-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.89	70.567	73.961	6.132999999999999
329	T0644TS301_4-D1.lga:SUMMARY(GDT)	141	141	4.0	117	2.19	67.73	62.983000000000004	5.099
330	T0644TS301_5-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.95	69.50399999999999	76.725	6.004
331	T0644TS302_1-D1.lga:SUMMARY(GDT)	129	141	4.0	123	1.31	77.305	84.178	8.714
332	T0644TS302_2-D1.lga:SUMMARY(GDT)	129	141	4.0	123	1.42	75.887	83.219	8.089
333	T0644TS302_3-D1.lga:SUMMARY(GDT)	129	141	4.0	124	1.45	75.17699999999999	83.052	8.015
334	T0644TS302_4-D1.lga:SUMMARY(GDT)	129	141	4.0	123	1.44	75.532	82.90100000000001	8.003
335	T0644TS302_5-D1.lga:SUMMARY(GDT)	129	141	4.0	123	1.36	76.418	83.693	8.419
336	T0644TS311_1-D1.lga:SUMMARY(GDT)	141	141	4.0	113	1.91	64.362	65.41	5.617000000000001
337	T0644TS311_2-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.63	72.34	77.418	7.053999999999999
338	T0644TS311_3-D1.lga:SUMMARY(GDT)	141	141	4.0	112	2.18	61.348	61.258	4.9110000000000005
339	T0644TS311_4-D1.lga:SUMMARY(GDT)	141	141	4.0	55	2.24	31.028000000000002	29.529	2.346
340	T0644TS311_5-D1.lga:SUMMARY(GDT)	141	141	4.0	62	2.1	42.553000000000004	39.308	2.823
341	T0644TS315_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.71	77.837	82.624	7.138
342	T0644TS315_2-D1.lga:SUMMARY(GDT)	141	141	4.0	121	2.07	70.035	72.433	5.587999999999999
343	T0644TS315_3-D1.lga:SUMMARY(GDT)	141	141	4.0	128	2.08	72.163	74.887	5.865
344	T0644TS315_4-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.95	73.404	78.87100000000001	6.233
345	T0644TS315_5-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.6	80.49600000000001	86.735	7.5120000000000005
346	T0644TS317_1-D1.lga:SUMMARY(GDT)	123	141	4.0	65	2.61	46.277	46.599	2.403
347	T0644TS317_2-D1.lga:SUMMARY(GDT)	123	141	4.0	54	0.98	38.652	35.147	5.019
348	T0644TS317_3-D1.lga:SUMMARY(GDT)	123	141	4.0	66	2.72	44.148999999999994	43.641000000000005	2.34
349	T0644TS317_4-D1.lga:SUMMARY(GDT)	123	141	4.0	63	1.93	45.567	45.299	3.0980000000000003
350	T0644TS317_5-D1.lga:SUMMARY(GDT)	123	141	4.0	55	1.35	39.894	35.479	3.781
351	T0644TS330_1-D1.lga:SUMMARY(GDT)	141	141	4.0	134	1.75	83.333	88.993	7.255
352	T0644TS330_2-D1.lga:SUMMARY(GDT)	141	141	4.0	132	1.59	83.156	88.575	7.803
353	T0644TS330_3-D1.lga:SUMMARY(GDT)	141	141	4.0	133	1.71	80.49600000000001	87.822	7.335
354	T0644TS330_4-D1.lga:SUMMARY(GDT)	141	141	4.0	133	1.62	81.915	88.29899999999999	7.733
355	T0644TS330_5-D1.lga:SUMMARY(GDT)	141	141	4.0	134	1.54	84.04299999999999	89.641	8.187999999999999
356	T0644TS333_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.82	76.596	82.788	6.707999999999999
357	T0644TS333_2-D1.lga:SUMMARY(GDT)	141	141	4.0	131	1.88	75.355	83.061	6.632000000000001
358	T0644TS333_3-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.75	76.418	81.71300000000001	6.936
359	T0644TS333_4-D1.lga:SUMMARY(GDT)	141	141	4.0	121	1.93	71.09899999999999	76.782	5.962999999999999
360	T0644TS333_5-D1.lga:SUMMARY(GDT)	141	141	4.0	130	1.95	75.0	81.029	6.351
361	T0644TS335_1-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.9	72.163	78.02199999999999	6.16
362	T0644TS335_2-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.76	73.05	78.74	6.5489999999999995
363	T0644TS335_3-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.87	72.163	78.288	6.251
364	T0644TS335_4-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.87	72.518	78.382	6.2410000000000005
365	T0644TS335_5-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.74	74.82300000000001	80.634	6.682
366	T0644TS341_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	2.18	69.858	73.244	5.664
367	T0644TS341_2-D1.lga:SUMMARY(GDT)	141	141	4.0	128	2.07	72.163	77.45100000000001	5.9
368	T0644TS341_3-D1.lga:SUMMARY(GDT)	141	141	4.0	117	2.09	68.085	69.34899999999999	5.353
369	T0644TS341_4-D1.lga:SUMMARY(GDT)	141	141	4.0	118	1.68	72.163	76.45	6.6129999999999995
370	T0644TS341_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.82	77.482	84.21799999999999	6.732
371	T0644TS343_1-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.59	78.191	83.61	7.593
372	T0644TS344_1-D1.lga:SUMMARY(GDT)	141	141	4.0	134	1.76	79.965	86.83200000000001	7.194
373	T0644TS344_2-D1.lga:SUMMARY(GDT)	141	141	4.0	134	1.76	79.965	86.83200000000001	7.194
374	T0644TS348_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.69	77.66	84.76700000000001	7.221
375	T0644TS350_1-D1.lga:SUMMARY(GDT)	141	141	4.0	132	1.53	81.383	88.178	8.088
376	T0644TS350_2-D1.lga:SUMMARY(GDT)	141	141	4.0	132	1.59	83.156	88.575	7.803
377	T0644TS350_3-D1.lga:SUMMARY(GDT)	141	141	4.0	134	1.75	83.333	88.993	7.255
378	T0644TS350_4-D1.lga:SUMMARY(GDT)	141	141	4.0	126	2.04	71.986	76.235	5.896
379	T0644TS350_5-D1.lga:SUMMARY(GDT)	141	141	4.0	133	1.71	80.49600000000001	87.822	7.335
380	T0644TS365_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	85.28399999999999	89.402	8.681000000000001
381	T0644TS365_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.946	9.19
382	T0644TS365_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
383	T0644TS365_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.801	88.618	9.081
384	T0644TS365_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	81.028	87.87	8.655
385	T0644TS370_1-D1.lga:SUMMARY(GDT)	141	141	4.0	56	1.83	39.716	36.071	2.897
386	T0644TS373_1-D1.lga:SUMMARY(GDT)	141	141	4.0	116	2.1	66.844	60.618	5.274
387	T0644TS373_2-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.9	72.872	72.329	6.254
388	T0644TS373_3-D1.lga:SUMMARY(GDT)	141	141	4.0	114	2.32	62.233999999999995	56.422	4.717
389	T0644TS373_4-D1.lga:SUMMARY(GDT)	141	141	4.0	121	2.22	65.957	58.548	5.218
390	T0644TS373_5-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.99	72.872	75.46600000000001	6.122000000000001
391	T0644TS375_1-D1.lga:SUMMARY(GDT)	129	141	4.0	60	1.92	41.843999999999994	35.238	2.968
392	T0644TS376_1-D1.lga:SUMMARY(GDT)	139	141	4.0	17	2.8	12.057	10.083	0.586
393	T0644TS376_2-D1.lga:SUMMARY(GDT)	141	141	4.0	21	2.69	13.298	11.467	0.754
394	T0644TS376_3-D1.lga:SUMMARY(GDT)	141	141	4.0	16	2.81	12.943	10.878	0.5489999999999999
395	T0644TS376_4-D1.lga:SUMMARY(GDT)	141	141	4.0	15	2.61	12.057	10.173	0.5539999999999999
396	T0644TS376_5-D1.lga:SUMMARY(GDT)	141	141	4.0	15	3.18	12.411	10.186	0.45799999999999996
397	T0644TS388_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
398	T0644TS388_2-D1.lga:SUMMARY(GDT)	141	141	4.0	134	1.75	83.333	88.993	7.255
399	T0644TS388_3-D1.lga:SUMMARY(GDT)	141	141	4.0	54	3.09	37.943000000000005	33.031	1.694
400	T0644TS388_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.801	88.618	9.081
401	T0644TS388_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.946	9.19
402	T0644TS405_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.33	83.51100000000001	88.729	8.993
403	T0644TS405_2-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.39	80.142	86.693	8.606
404	T0644TS405_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.31	82.979	88.79	9.151
405	T0644TS405_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.35	82.447	88.15899999999999	8.902000000000001
406	T0644TS405_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.35	82.447	88.15899999999999	8.902000000000001
407	T0644TS411_1-D1.lga:SUMMARY(GDT)	129	141	4.0	124	1.53	78.546	84.26700000000001	7.626
408	T0644TS411_2-D1.lga:SUMMARY(GDT)	133	141	4.0	70	2.13	48.227	43.483000000000004	3.139
409	T0644TS411_3-D1.lga:SUMMARY(GDT)	123	141	4.0	53	2.17	34.22	30.955	2.333
410	T0644TS411_4-D1.lga:SUMMARY(GDT)	128	141	4.0	55	2.09	37.056999999999995	33.051	2.513
411	T0644TS411_5-D1.lga:SUMMARY(GDT)	123	141	4.0	55	2.58	34.929	31.645	2.049
412	T0644TS413_1-D1.lga:SUMMARY(GDT)	141	141	4.0	54	2.11	36.348	31.392	2.444
413	T0644TS413_2-D1.lga:SUMMARY(GDT)	141	141	4.0	54	2.65	38.475	32.029	1.962
414	T0644TS413_3-D1.lga:SUMMARY(GDT)	141	141	4.0	53	2.82	33.333	27.588	1.818
415	T0644TS413_4-D1.lga:SUMMARY(GDT)	141	141	4.0	35	2.66	20.566999999999997	18.033	1.2670000000000001
416	T0644TS413_5-D1.lga:SUMMARY(GDT)	141	141	4.0	34	2.58	23.226999999999997	19.576	1.271
417	T0644TS419_1-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.89	74.113	78.16	6.268
418	T0644TS419_2-D1.lga:SUMMARY(GDT)	141	141	4.0	55	2.68	35.816	30.486	1.9809999999999999
419	T0644TS419_3-D1.lga:SUMMARY(GDT)	141	141	4.0	53	2.75	34.397	29.373	1.858
420	T0644TS419_4-D1.lga:SUMMARY(GDT)	141	141	4.0	62	2.25	39.361999999999995	34.650999999999996	2.636
421	T0644TS419_5-D1.lga:SUMMARY(GDT)	141	141	4.0	47	2.63	29.255	24.998	1.719
422	T0644TS420_1-D1.lga:SUMMARY(GDT)	141	141	4.0	33	2.43	20.745	18.858	1.305
423	T0644TS420_2-D1.lga:SUMMARY(GDT)	141	141	4.0	36	2.49	25.355	22.061999999999998	1.389
424	T0644TS420_3-D1.lga:SUMMARY(GDT)	141	141	4.0	37	1.98	24.468000000000004	22.396	1.7830000000000001
425	T0644TS420_4-D1.lga:SUMMARY(GDT)	141	141	4.0	35	1.83	25.177	22.706	1.814
426	T0644TS420_5-D1.lga:SUMMARY(GDT)	141	141	4.0	46	2.56	30.851	26.701	1.7280000000000002
427	T0644TS424_1-D1.lga:SUMMARY(GDT)	141	141	4.0	125	1.81	74.468	79.85600000000001	6.553
428	T0644TS424_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.83	77.837	81.752	6.692
429	T0644TS424_3-D1.lga:SUMMARY(GDT)	141	141	4.0	128	2.08	72.695	77.748	5.865
430	T0644TS424_4-D1.lga:SUMMARY(GDT)	141	141	4.0	131	1.71	81.56	87.18299999999999	7.242000000000001
431	T0644TS424_5-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.93	73.582	78.029	6.106
432	T0644TS428_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.946	9.19
433	T0644TS428_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
434	T0644TS428_3-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.32	82.801	88.618	9.081
435	T0644TS428_4-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.39	81.028	87.87	8.655
436	T0644TS428_5-D1.lga:SUMMARY(GDT)	141	141	4.0	127	1.41	82.624	87.961	8.432
437	T0644TS430_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.49	79.78699999999999	85.385	8.113
438	T0644TS433_1-D1.lga:SUMMARY(GDT)	141	141	4.0	18	2.53	13.120999999999999	11.082	0.685
439	T0644TS433_2-D1.lga:SUMMARY(GDT)	141	141	4.0	17	2.15	13.120999999999999	11.008	0.757
440	T0644TS433_3-D1.lga:SUMMARY(GDT)	141	141	4.0	21	2.68	12.943	11.411	0.7559999999999999
441	T0644TS433_4-D1.lga:SUMMARY(GDT)	141	141	4.0	15	1.95	11.702	10.091000000000001	0.732
442	T0644TS433_5-D1.lga:SUMMARY(GDT)	141	141	4.0	23	2.85	16.844	13.798	0.78
443	T0644TS434_1-D1.lga:SUMMARY(GDT)	141	141	4.0	123	2.02	71.09899999999999	76.12899999999999	5.815
444	T0644TS434_2-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.3	82.979	88.86200000000001	9.187999999999999
445	T0644TS434_3-D1.lga:SUMMARY(GDT)	141	141	4.0	128	1.59	78.191	83.61	7.593
446	T0644TS434_4-D1.lga:SUMMARY(GDT)	140	141	4.0	122	1.37	77.837	82.37700000000001	8.276
447	T0644TS434_5-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.49	79.78699999999999	85.385	8.113
448	T0644TS435_1-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.12	83.156	85.124	10.002
449	T0644TS435_2-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.26	79.255	84.001	9.023
450	T0644TS435_3-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.31	80.49600000000001	83.74700000000001	8.738999999999999
451	T0644TS437_1-D1.lga:SUMMARY(GDT)	130	141	4.0	124	1.54	76.95	82.83200000000001	7.546
452	T0644TS437_2-D1.lga:SUMMARY(GDT)	130	141	4.0	123	1.56	76.241	82.23100000000001	7.402
453	T0644TS437_3-D1.lga:SUMMARY(GDT)	130	141	4.0	123	1.6	75.532	81.452	7.236000000000001
454	T0644TS437_4-D1.lga:SUMMARY(GDT)	119	141	4.0	118	1.6	71.631	77.604	6.933
455	T0644TS437_5-D1.lga:SUMMARY(GDT)	130	141	4.0	63	2.14	40.426	34.598	2.81
456	T0644TS439_1-D1.lga:SUMMARY(GDT)	141	141	4.0	124	1.48	79.255	82.36200000000001	7.867000000000001
457	T0644TS439_2-D1.lga:SUMMARY(GDT)	141	141	4.0	123	1.37	79.965	83.197	8.35
458	T0644TS439_3-D1.lga:SUMMARY(GDT)	141	141	4.0	121	1.78	73.582	77.817	6.4239999999999995
459	T0644TS439_4-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.55	76.241	80.23	7.392
460	T0644TS439_5-D1.lga:SUMMARY(GDT)	141	141	4.0	122	1.59	74.82300000000001	79.61	7.216
461	T0644TS448_1-D1.lga:SUMMARY(GDT)	141	141	4.0	25	2.83	14.539000000000001	12.967	0.852
462	T0644TS448_2-D1.lga:SUMMARY(GDT)	141	141	4.0	25	2.72	16.844	14.128	0.8859999999999999
463	T0644TS448_3-D1.lga:SUMMARY(GDT)	141	141	4.0	26	2.79	17.021	14.11	0.899
464	T0644TS453_1-D1.lga:SUMMARY(GDT)	141	141	4.0	121	1.57	79.078	82.471	7.226
465	T0644TS453_2-D1.lga:SUMMARY(GDT)	141	141	4.0	127	1.39	83.51100000000001	88.64399999999999	8.541
466	T0644TS453_3-D1.lga:SUMMARY(GDT)	141	141	4.0	126	1.39	81.56	87.669	8.434
467	T0644TS453_4-D1.lga:SUMMARY(GDT)	141	141	4.0	126	1.37	82.979	88.104	8.577
468	T0644TS453_5-D1.lga:SUMMARY(GDT)	141	141	4.0	130	1.45	84.574	89.275	8.363999999999999
469	T0644TS456_1-D1.lga:SUMMARY(GDT)	133	141	4.0	70	2.13	48.227	43.483000000000004	3.139
470	T0644TS456_2-D1.lga:SUMMARY(GDT)	129	141	4.0	124	1.53	78.546	84.26700000000001	7.626
471	T0644TS456_3-D1.lga:SUMMARY(GDT)	123	141	4.0	53	2.17	34.22	30.955	2.333
472	T0644TS456_4-D1.lga:SUMMARY(GDT)	128	141	4.0	55	2.09	37.056999999999995	33.051	2.513
473	T0644TS456_5-D1.lga:SUMMARY(GDT)	123	141	4.0	55	2.58	34.929	31.645	2.049
474	T0644TS457_1-D1.lga:SUMMARY(GDT)	141	141	4.0	129	1.4	80.67399999999999	86.45299999999999	8.575
475	T0644TS458_1-D1.lga:SUMMARY(GDT)	141	141	4.0	126	1.34	83.156	88.48899999999999	8.751
476	T0644TS462_1-D1.lga:SUMMARY(GDT)	141	141	4.0	15	1.79	12.411	10.873	0.792
477	T0644TS463_1-D1.lga:SUMMARY(GDT)	141	141	4.0	57	2.48	36.702	31.715999999999998	2.2119999999999997
478	T0644TS463_2-D1.lga:SUMMARY(GDT)	141	141	4.0	56	1.95	37.589	33.465	2.7260000000000004
